mol_index,mol_id,mol_id_norm,smiles,score,score_prop_used,cluster_id,scaffold_id,exact_scaffold_smiles,generic_scaffold_smiles,substitution_signature,substitution_map,mol_png_b64,mol_wt,clogp,tpsa,hbd,hba,rot_bonds,rings,heavy_atoms,formal_charge,is_neutral_ph7,fsp3,filter_mol_wt,filter_rot_bonds,filter_hbd,filter_hba,filter_mol_wt_source,filter_rot_bonds_source,filter_hbd_source,filter_hba_source,interaction_count,external_interaction_count,A467_donor,A467_acceptor,A468_donor,A468_acceptor,A533_donor,A533_acceptor,A473_donor,A473_acceptor,A538_donor,A538_acceptor,A536_donor,A536_acceptor,A470_donor,A470_acceptor,A543_donor,A543_acceptor,A486_donor,A486_acceptor,A487_donor,A487_acceptor,A488_donor,A488_acceptor,A489_donor,A489_acceptor,A490_donor,A490_acceptor,A491_donor,A491_acceptor,A492_donor,A492_acceptor,interaction_count_source,score_norm,interaction_norm,interaction_term,priority_score,druglike_score,presentation_score,passes_mol_weight_filter,passes_hbd_filter,passes_hba_filter,passes_rotb_filter,passes_formal_charge_filter,passes_neutral_filter,report_eligible,report_exclusion_reason,presentation_score_final,overall_score,priority_rank
1067,EN300-37081285_10675,EN300-37081285_10675,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)n5c[nH+]c6c5CN[C@H](C)C6)cc4F)CC2)n3C)c(=O)c1,-11.573966650180735,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)n1c[nH+]c2c1CNCC2,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)n1c[nH+]c2c1CNCC2,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCC6CCCCC65)CC4)CC3)CC21,R1=[H].[H]C([H])[H] | R2=[H].[H] | R4=[H] | R5=[H] | R8=[H].[H] | R9=[H] | R10=[H] | R11=[H] | R16=[H]C([H])[H] | R18=[H] | R20=[H] | R21=[H] | R22=[H]NC([H])([H])[H] | R23=[H] | R26=[H].[H]C([H])[H] | R28=[H].[H] | R29=[H].[H] | R31=[H] | R32=[H].[H] | R34=F | R35=[H] | R37=[H] | R38=[H]C([H])[H],"{0: ('[H]', '[H]C([H])[H]'), 1: ('[H]', '[H]'), 3: ('[H]',), 4: ('[H]',), 7: ('[H]', '[H]'), 8: ('[H]',), 9: ('[H]',), 10: ('[H]',), 15: ('[H]C([H])[H]',), 17: ('[H]',), 19: ('[H]',), 20: ('[H]',), 21: ('[H]NC([H])([H])[H]',), 22: ('[H]',), 25: ('[H]', '[H]C([H])[H]'), 27: ('[H]', '[H]'), 28: ('[H]', '[H]'), 30: ('[H]',), 31: ('[H]', '[H]'), 33: ('F',), 34: ('[H]',), 36: ('[H]',), 37: ('[H]C([H])[H]',)}",,635.7680000000015,4.402020000000004,103.25999999999999,3.0,9.0,11.0,7.0,47.0,1.0,False,0.3333333333333333,635.768,11.0,3.0,9.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{68},,,,,,,,,,,{58},,,,,,,,,,,,,,,,filtered_csv,0.6749268814608267,0.3333333333333333,0.3333333333333333,0.46997075258433063,0.8499304727272723,0.6409526266486545,True,True,True,True,True,True,True,,0.6409526266486545,0.641,840
1068,EN300-1250801_26253,EN300-1250801_26253,CC[C@@H]1CN(C(=O)c2cc(C)c(C3=CCN([C@@H](C)c4cc5c(-n6ccc(NC)cc6=O)ccnc5n4C)CC3)c(F)c2)Cc2ccccc21,-11.573471746151316,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2ccccc2C1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2ccccc2C1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCC6CCCCC6C5)CC4)CC3)CC21,R1=[H].[H]C([H])C([H])([H])[H] | R2=[H].[H] | R4=[H].[H] | R6=[H] | R7=[H] | R8=[H] | R9=[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],"{0: ('[H]', '[H]C([H])C([H])([H])[H]'), 1: ('[H]', '[H]'), 3: ('[H]', '[H]'), 5: ('[H]',), 6: ('[H]',), 7: ('[H]',), 8: ('[H]',), 10: ('[H]',), 11: ('[H]',), 16: ('[H]C([H])[H]',), 18: ('[H]',), 20: ('[H]',), 21: ('[H]',), 22: ('[H]NC([H])([H])[H]',), 23: ('[H]',), 26: ('[H]', '[H]C([H])[H]'), 28: ('[H]', '[H]'), 29: ('[H]', '[H]'), 31: ('[H]',), 32: ('[H]', '[H]'), 34: ('F',), 35: ('[H]',), 37: ('[H]',), 38: ('[H]C([H])[H]',)}",,658.8220000000015,7.2133200000000075,75.4,1.0,7.0,12.0,7.0,49.0,0.0,True,0.325,658.822,12.0,1.0,7.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{73},,,,,,,,,,,{63},,,,,,,,,,,,,,,,filtered_csv,0.6748666513531506,0.3333333333333333,0.3333333333333333,0.4699466605412602,0.7520525272727266,0.5968943005704201,True,True,True,True,True,True,True,,0.5968943005704201,0.597,841
1069,EN300-307324_9387,EN300-307324_9387,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)n5ccc6c(c5=O)NCCC6)cc4F)CC2)n3C)c(=O)c1,-11.573379620428527,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)n1ccc2c(c1=O)NCCC2,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)n1ccc2c(c1=O)NCCC2,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCC6CCCCC6C5C)CC4)CC3)CC21,R4=[H] | R5=[H] | R7=[H].[H] | R8=[H].[H] | R9=[H].[H] | R10=[H] | R12=[H] | R13=[H] | R18=[H]C([H])[H] | R20=[H] | R22=[H] | R23=[H] | R24=[H]NC([H])([H])[H] | R25=[H] | R28=[H].[H]C([H])[H] | R30=[H].[H] | R31=[H].[H] | R33=[H] | R34=[H].[H] | R36=F | R37=[H] | R39=[H] | R40=[H]C([H])[H],"{3: ('[H]',), 4: ('[H]',), 6: ('[H]', '[H]'), 7: ('[H]', '[H]'), 8: ('[H]', '[H]'), 9: ('[H]',), 11: ('[H]',), 12: ('[H]',), 17: ('[H]C([H])[H]',), 19: ('[H]',), 21: ('[H]',), 22: ('[H]',), 23: ('[H]NC([H])([H])[H]',), 24: ('[H]',), 27: ('[H]', '[H]C([H])[H]'), 29: ('[H]', '[H]'), 30: ('[H]', '[H]'), 32: ('[H]',), 33: ('[H]', '[H]'), 35: ('F',), 36: ('[H]',), 38: ('[H]',), 39: ('[H]C([H])[H]',)}",,647.7550000000015,5.272020000000004,106.19,2.0,10.0,10.0,7.0,48.0,0.0,True,0.2972972972972973,647.755,10.0,2.0,10.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{67},,,,,,,,,,,{57},,,,,,,,,,,,,,,,filtered_csv,0.6748554395992075,0.3333333333333333,0.3333333333333333,0.469942175839683,0.864206954545454,0.64736132625728,True,True,True,True,True,True,True,,0.64736132625728,0.647,842
1070,EN300-26621536_26508,EN300-26621536_26508,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5[C@H](C)[C@@H]6CCCC[C@H]6[C@@H]5C)cc4F)CC2)n3C)c(=O)c1,-11.573355359958382,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CC2CCCCC2C1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CC2CCCCC2C1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CC6CCCCC6C5)CC4)CC3)CC21,R1=[H].[H]C([H])[H] | R3=[H].[H]C([H])[H] | R4=[H] | R5=[H].[H] | R6=[H].[H] | R7=[H].[H] | R8=[H].[H] | R9=[H] | R10=[H] | R11=[H] | R16=[H]C([H])[H] | R18=[H] | R20=[H] | R21=[H] | R22=[H]NC([H])([H])[H] | R23=[H] | R26=[H].[H]C([H])[H] | R28=[H].[H] | R29=[H].[H] | R31=[H] | R32=[H].[H] | R34=F | R35=[H] | R37=[H] | R38=[H]C([H])[H],"{0: ('[H]', '[H]C([H])[H]'), 2: ('[H]', '[H]C([H])[H]'), 3: ('[H]',), 4: ('[H]', '[H]'), 5: ('[H]', '[H]'), 6: ('[H]', '[H]'), 7: ('[H]', '[H]'), 8: ('[H]',), 9: ('[H]',), 10: ('[H]',), 15: ('[H]C([H])[H]',), 17: ('[H]',), 19: ('[H]',), 20: ('[H]',), 21: ('[H]NC([H])([H])[H]',), 22: ('[H]',), 25: ('[H]', '[H]C([H])[H]'), 27: ('[H]', '[H]'), 28: ('[H]', '[H]'), 30: ('[H]',), 31: ('[H]', '[H]'), 33: ('F',), 34: ('[H]',), 36: ('[H]',), 37: ('[H]C([H])[H]',)}",,650.8430000000016,7.102920000000007,75.4,1.0,7.0,12.0,7.0,48.0,0.0,True,0.46153846153846156,650.843,12.0,1.0,7.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{76},,,,,,,,,,,{66},,,,,,,,,,,,,,,,filtered_csv,0.6748524870859074,0.3333333333333333,0.3333333333333333,0.4699409948343629,0.7574238363636357,0.5993082735225357,True,True,True,True,True,True,True,,0.5993082735225357,0.599,843
1071,EN300-46897787_34183,EN300-46897787_34183,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5Cc6nc(C(F)F)[n-]c6C5)cc4F)CC2)n3C)c(=O)c1,-11.572153378584684,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1Cc2nc[n-]c2C1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1Cc2nc[n-]c2C1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CC6CCCC6C5)CC4)CC3)CC21,R1=[H]C(F)F | R4=[H].[H] | R6=[H].[H] | R9=[H] | R10=[H] | R15=[H]C([H])[H] | R17=[H] | R19=[H] | R20=[H] | R21=[H]NC([H])([H])[H] | R22=[H] | R25=[H].[H]C([H])[H] | R27=[H].[H] | R28=[H].[H] | R30=[H] | R31=[H].[H] | R33=F | R34=[H] | R36=[H] | R37=[H]C([H])[H],"{0: ('[H]C(F)F',), 3: ('[H]', '[H]'), 5: ('[H]', '[H]'), 8: ('[H]',), 9: ('[H]',), 14: ('[H]C([H])[H]',), 16: ('[H]',), 18: ('[H]',), 19: ('[H]',), 20: ('[H]NC([H])([H])[H]',), 21: ('[H]',), 24: ('[H]', '[H]C([H])[H]'), 26: ('[H]', '[H]'), 27: ('[H]', '[H]'), 29: ('[H]',), 30: ('[H]', '[H]'), 32: ('F',), 33: ('[H]',), 35: ('[H]',), 36: ('[H]C([H])[H]',)}",,655.7050000000014,5.509520000000005,102.39000000000001,1.0,8.0,11.0,7.0,48.0,-1.0,True,0.3142857142857143,655.705,11.0,1.0,8.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{63},,,,,,,,,,,{53},,,,,,,,,,,,,,,,filtered_csv,0.6747062052549679,0.3333333333333333,0.3333333333333333,0.46988248210198713,0.8256676363636358,0.629985801519729,True,True,True,True,True,True,True,,0.629985801519729,0.63,844
1072,EN300-1698695_38967,EN300-1698695_38967,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5Cc6ccc(F)cc6C[C@H]5C)cc4F)CC2)n3C)c(=O)c1,-11.571371289604144,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2ccccc2C1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2ccccc2C1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCC6CCCCC6C5)CC4)CC3)CC21,R1=[H].[H]C([H])[H] | R2=[H].[H] | R4=[H] | R5=F | R6=[H] | R7=[H] | R9=[H].[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],"{0: ('[H]', '[H]C([H])[H]'), 1: ('[H]', '[H]'), 3: ('[H]',), 4: ('F',), 5: ('[H]',), 6: ('[H]',), 8: ('[H]', '[H]'), 10: ('[H]',), 11: ('[H]',), 16: ('[H]C([H])[H]',), 18: ('[H]',), 20: ('[H]',), 21: ('[H]',), 22: ('[H]NC([H])([H])[H]',), 23: ('[H]',), 26: ('[H]', '[H]C([H])[H]'), 28: ('[H]', '[H]'), 29: ('[H]', '[H]'), 31: ('[H]',), 32: ('[H]', '[H]'), 34: ('F',), 35: ('[H]',), 37: ('[H]',), 38: ('[H]C([H])[H]',)}",,662.7850000000014,6.789820000000007,75.4,1.0,7.0,11.0,7.0,49.0,0.0,True,0.3076923076923077,662.785,11.0,1.0,7.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{70},,,,,,,,,,,{60},,,,,,,,,,,,,,,,filtered_csv,0.6746110245720272,0.3333333333333333,0.3333333333333333,0.4698444098288108,0.7913430454545449,0.6145187958603913,True,True,True,True,True,True,True,,0.6145187958603913,0.615,845
1073,EN300-1588918_20680,EN300-1588918_20680,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CC[C@H]6CC[N@H+](C)C[C@@H]6C5)cc4F)CC2)n3C)c(=O)c1,-11.571294148384466,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCC2CC[NH2+]CC2C1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCC2CC[NH2+]CC2C1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCC6CCCCC6C5)CC4)CC3)CC21,R1=[H].[H]C([H])[H] | R2=[H].[H] | R3=[H].[H] | R4=[H] | R5=[H].[H] | R6=[H].[H] | R8=[H].[H] | R9=[H] | R10=[H].[H] | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],"{0: ('[H]', '[H]C([H])[H]'), 1: ('[H]', '[H]'), 2: ('[H]', '[H]'), 3: ('[H]',), 4: ('[H]', '[H]'), 5: ('[H]', '[H]'), 7: ('[H]', '[H]'), 8: ('[H]',), 9: ('[H]', '[H]'), 10: ('[H]',), 11: ('[H]',), 16: ('[H]C([H])[H]',), 18: ('[H]',), 20: ('[H]',), 21: ('[H]',), 22: ('[H]NC([H])([H])[H]',), 23: ('[H]',), 26: ('[H]', '[H]C([H])[H]'), 28: ('[H]', '[H]'), 29: ('[H]', '[H]'), 31: ('[H]',), 32: ('[H]', '[H]'), 34: ('F',), 35: ('[H]',), 37: ('[H]',), 38: ('[H]C([H])[H]',)}",,652.8390000000015,4.060420000000005,79.84,1.0,7.0,11.0,7.0,48.0,1.0,False,0.4473684210526316,652.839,11.0,1.0,7.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{76},,,,,,,,,,,{66},,,,,,,,,,,,,,,,filtered_csv,0.6746016364408112,0.3333333333333333,0.3333333333333333,0.4698406545763245,0.8443435999999995,0.6383669800169782,True,True,True,True,True,True,True,,0.6383669800169782,0.638,846
186,LN01360968_7132,LN01360968_7132,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5C[C@H]6CC(=O)C[C@H]6C5)cc4F)CC2)n3C)c(=O)c1,-11.569197204546901,r_i_docking_score,,O=C1CC2CN(C(=O)c3ccc(C4=CCN(Cc5cc6c(-n7ccccc7=O)ccnc6[nH]5)CC4)cc3)CC2C1,O=C1CC2CN(C(=O)c3ccc(C4=CCN(Cc5cc6c(-n7ccccc7=O)ccnc6[nH]5)CC4)cc3)CC2C1,CC1CC2CC(C(C)C3CCC(C4CCC(CC5CC6CCCC(C7CCCCC7C)C6C5)CC4)CC3)CC2C1,R3=[H].[H] | R4=[H].[H] | R5=[H] | R6=[H] | R7=[H].[H] | R8=[H].[H] | R10=[H] | R11=[H] | R16=[H]C([H])[H] | R18=[H] | R20=[H] | R21=[H] | R22=[H]NC([H])([H])[H] | R23=[H] | R26=[H].[H]C([H])[H] | R28=[H].[H] | R29=[H].[H] | R31=[H] | R32=[H].[H] | R34=F | R35=[H] | R37=[H] | R38=[H]C([H])[H],"{2: ('[H]', '[H]'), 3: ('[H]', '[H]'), 4: ('[H]',), 5: ('[H]',), 6: ('[H]', '[H]'), 7: ('[H]', '[H]'), 9: ('[H]',), 10: ('[H]',), 15: ('[H]C([H])[H]',), 17: ('[H]',), 19: ('[H]',), 20: ('[H]',), 21: ('[H]NC([H])([H])[H]',), 22: ('[H]',), 25: ('[H]', '[H]C([H])[H]'), 27: ('[H]', '[H]'), 28: ('[H]', '[H]'), 30: ('[H]',), 31: ('[H]', '[H]'), 33: ('F',), 34: ('[H]',), 36: ('[H]',), 37: ('[H]C([H])[H]',)}",,622.7450000000015,5.114820000000004,92.47,1.0,8.0,10.0,7.0,46.0,0.0,True,0.3888888888888889,622.745,10.0,1.0,8.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{66},,,,,,,,,,,{56},,,,,,,,,,,,,,,,filtered_csv,0.674346437158486,0.3333333333333333,0.3333333333333333,0.46973857486339443,0.876322045454545,0.6527011366294122,True,True,True,True,True,True,True,,0.6527011366294122,0.653,847
1074,EN300-225088_21934,EN300-225088_21934,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6cc(OC)c(Cl)cc6C5)cc4F)CC2)n3C)c(=O)c1,-11.56843879416483,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2ccccc2C1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCc2ccccc2C1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCC6CCCCC6C5)CC4)CC3)CC21,R1=[H]C([H])([H])O | R2=[H] | R4=[H].[H] | R5=[H].[H] | R7=[H].[H] | R9=[H] | R10=Cl | R11=[H] | R12=[H] | R17=[H]C([H])[H] | R19=[H] | R21=[H] | R22=[H] | R23=[H]NC([H])([H])[H] | R24=[H] | R27=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H].[H] | R32=[H] | R33=[H].[H] | R35=F | R36=[H] | R38=[H] | R39=[H]C([H])[H],"{0: ('[H]C([H])([H])O',), 1: ('[H]',), 3: ('[H]', '[H]'), 4: ('[H]', '[H]'), 6: ('[H]', '[H]'), 8: ('[H]',), 9: ('Cl',), 10: ('[H]',), 11: ('[H]',), 16: ('[H]C([H])[H]',), 18: ('[H]',), 20: ('[H]',), 21: ('[H]',), 22: ('[H]NC([H])([H])[H]',), 23: ('[H]',), 26: ('[H]', '[H]C([H])[H]'), 28: ('[H]', '[H]'), 29: ('[H]', '[H]'), 31: ('[H]',), 32: ('[H]', '[H]'), 34: ('F',), 35: ('[H]',), 37: ('[H]',), 38: ('[H]C([H])[H]',)}",,695.2390000000014,6.924220000000007,84.63,1.0,8.0,12.0,7.0,50.0,0.0,True,0.3076923076923077,695.239,12.0,1.0,8.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{71},,,,,,,,,,,{61},,,,,,,,,,,,,,,,filtered_csv,0.6742541381747245,0.3333333333333333,0.3333333333333333,0.46970165526988983,0.7473617363636358,0.5946486917620756,True,True,True,True,True,True,True,,0.5946486917620756,0.595,848
187,LN04666422_3078,LN04666422_3078,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCN(S(=O)(=O)c6cccc7cnccc67)CC5)cc4F)CC2)n3C)c(=O)c1,-11.567529957242938,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCN(S(=O)(=O)c2cccc3cnccc23)CC1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CCN(S(=O)(=O)c2cccc3cnccc23)CC1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CCC(C(C)(C)C6CCCC7CCCCC76)CC5)CC4)CC3)CC21,R6=[H].[H] | R7=[H].[H] | R9=[H] | R10=[H].[H] | R11=[H].[H] | R13=[H] | R14=[H] | R16=[H] | R17=[H] | R18=[H] | R20=[H] | R21=[H] | R26=[H]C([H])[H] | R28=[H] | R30=[H] | R31=[H] | R32=[H]NC([H])([H])[H] | R33=[H] | R36=[H].[H]C([H])[H] | R38=[H].[H] | R39=[H].[H] | R41=[H] | R42=[H].[H] | R44=F | R45=[H] | R47=[H] | R48=[H]C([H])[H],"{5: ('[H]', '[H]'), 6: ('[H]', '[H]'), 8: ('[H]',), 9: ('[H]', '[H]'), 10: ('[H]', '[H]'), 12: ('[H]',), 13: ('[H]',), 15: ('[H]',), 16: ('[H]',), 17: ('[H]',), 19: ('[H]',), 20: ('[H]',), 25: ('[H]C([H])[H]',), 27: ('[H]',), 29: ('[H]',), 30: ('[H]',), 31: ('[H]NC([H])([H])[H]',), 32: ('[H]',), 35: ('[H]', '[H]C([H])[H]'), 37: ('[H]', '[H]'), 38: ('[H]', '[H]'), 40: ('[H]',), 41: ('[H]', '[H]'), 43: ('F',), 44: ('[H]',), 46: ('[H]',), 47: ('[H]C([H])[H]',)}",,774.9230000000007,5.758620000000005,125.67000000000002,1.0,10.0,12.0,8.0,56.0,0.0,True,0.2857142857142857,774.923,12.0,1.0,10.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{80},,,,,,,,,,,{70},,,,,,,,,,,,,,,,filtered_csv,0.6741435321937426,0.3333333333333333,0.3333333333333333,0.46965741287749707,0.7087815181818179,0.5772632602644414,True,True,True,True,True,True,True,,0.5772632602644414,0.577,849
1075,EN300-7355477_20480,EN300-7355477_20480,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5C[C@H]6C[C@@H](O)[C@@H](O)C[C@@H]6C5)cc4F)CC2)n3C)c(=O)c1,-11.566678185032407,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CC2CCCCC2C1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CC2CCCCC2C1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CC6CCCCC6C5)CC4)CC3)CC21,R1=[H].[H]O | R2=[H].[H] | R3=[H] | R4=[H].[H] | R6=[H].[H] | R7=[H] | R8=[H].[H] | R9=[H].[H]O | R10=[H] | R11=[H] | R16=[H]C([H])[H] | R18=[H] | R20=[H] | R21=[H] | R22=[H]NC([H])([H])[H] | R23=[H] | R26=[H].[H]C([H])[H] | R28=[H].[H] | R29=[H].[H] | R31=[H] | R32=[H].[H] | R34=F | R35=[H] | R37=[H] | R38=[H]C([H])[H],"{0: ('[H]', '[H]O'), 1: ('[H]', '[H]'), 2: ('[H]',), 3: ('[H]', '[H]'), 5: ('[H]', '[H]'), 6: ('[H]',), 7: ('[H]', '[H]'), 8: ('[H]', '[H]O'), 9: ('[H]',), 10: ('[H]',), 15: ('[H]C([H])[H]',), 17: ('[H]',), 19: ('[H]',), 20: ('[H]',), 21: ('[H]NC([H])([H])[H]',), 22: ('[H]',), 25: ('[H]', '[H]C([H])[H]'), 27: ('[H]', '[H]'), 28: ('[H]', '[H]'), 30: ('[H]',), 31: ('[H]', '[H]'), 33: ('F',), 34: ('[H]',), 36: ('[H]',), 37: ('[H]C([H])[H]',)}",,654.7870000000015,4.267520000000004,115.86000000000001,3.0,9.0,12.0,7.0,48.0,0.0,True,0.43243243243243246,654.787,12.0,3.0,9.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{72},,,,,,,,,,,{62},,,,,,,,,,,,,,,,filtered_csv,0.6740398710212601,0.3333333333333333,0.3333333333333333,0.46961594840850407,0.8041169818181814,0.6201414134428589,True,True,True,True,True,True,True,,0.6201414134428589,0.62,850
1076,EN300-28316135_27608,EN300-28316135_27608,CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5C[C@H]6C=CCO[C@@H]6C5)cc4F)CC2)n3C)c(=O)c1,-11.565279642723706,r_i_docking_score,,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CC2C=CCOC2C1,O=C(c1ccc(C2=CCN(Cc3cc4c(-n5ccccc5=O)ccnc4[nH]3)CC2)cc1)N1CC2C=CCOC2C1,CC1CCCCC1C1CCCC2CC(CC3CCC(C4CCC(C(C)C5CC6CCCCC6C5)CC4)CC3)CC21,R1=[H] | R2=[H] | R3=[H] | R4=[H].[H] | R6=[H].[H] | R7=[H] | R9=[H].[H] | R10=[H] | R11=[H] | R16=[H]C([H])[H] | R18=[H] | R20=[H] | R21=[H] | R22=[H]NC([H])([H])[H] | R23=[H] | R26=[H].[H]C([H])[H] | R28=[H].[H] | R29=[H].[H] | R31=[H] | R32=[H].[H] | R34=F | R35=[H] | R37=[H] | R38=[H]C([H])[H],"{0: ('[H]',), 1: ('[H]',), 2: ('[H]',), 3: ('[H]', '[H]'), 5: ('[H]', '[H]'), 6: ('[H]',), 8: ('[H]', '[H]'), 9: ('[H]',), 10: ('[H]',), 15: ('[H]C([H])[H]',), 17: ('[H]',), 19: ('[H]',), 20: ('[H]',), 21: ('[H]NC([H])([H])[H]',), 22: ('[H]',), 25: ('[H]', '[H]C([H])[H]'), 27: ('[H]', '[H]'), 28: ('[H]', '[H]'), 30: ('[H]',), 31: ('[H]', '[H]'), 33: ('F',), 34: ('[H]',), 36: ('[H]',), 37: ('[H]C([H])[H]',)}",,622.7450000000015,5.090720000000005,84.63,1.0,8.0,10.0,7.0,46.0,0.0,True,0.3611111111111111,622.745,10.0,1.0,8.0,MW,RotBonds,HBD,HBA,2.0,2.0,,,,{66},,,,,,,,,,,{56},,,,,,,,,,,,,,,,filtered_csv,0.6738696676104257,0.3333333333333333,0.3333333333333333,0.4695478670441703,0.876924545454545,0.652867372328839,True,True,True,True,True,True,True,,0.652867372328839,0.653,851
