mol_id,score,interaction_count,priority_score,cluster_id,substitution_signature,smiles,R1,R2,R8,R9,R10,R11,R13,R14,R17,R19,R20,R21,R23,R24,R25,R30,R32,R34,R35,R36,R37,R40,R42,R43,R45,R46,R48,R49,R51,R52
EN300-46360313_32342,-9.322661953785998,3.0,0.5603767172033247,,R1=[H] | R2=[H] | R8=[H].[H] | R9=[H] | R10=[H].[H] | R11=[H].[H] | R13=[H].[H] | R14=[H].[H] | R17=[H] | R19=[H] | R20=[H].[H] | R21=[H].[H] | R23=[H].[H] | R24=[H] | R25=[H] | R30=[H]C([H])[H] | R32=[H] | R34=[H] | R35=[H] | R36=[H]NC([H])([H])[H] | R37=[H] | R40=[H].[H]C([H])[H] | R42=[H].[H] | R43=[H].[H] | R45=[H] | R46=[H].[H] | R48=F | R49=[H] | R51=[H] | R52=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCC(COc6noc7cccc(O[C@@H]8CCOC8)c67)CC5)cc4F)CC2)n3C)c(=O)c1,[H],[H],[H].[H],[H],[H].[H],[H].[H],[H].[H],[H].[H],[H],[H],[H].[H],[H].[H],[H].[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-52474002_45342,-9.286801359852149,2.0,0.3586310151636746,,R1=[H] | R2=[H] | R8=[H].[H] | R9=[H] | R10=[H].[H] | R11=[H].[H] | R13=[H].[H] | R14=[H].[H] | R17=[H] | R19=[H] | R20=[H].[H] | R21=[H].[H] | R23=[H].[H] | R24=[H] | R25=[H] | R30=[H]C([H])[H] | R32=[H] | R34=[H] | R35=[H] | R36=[H]NC([H])([H])[H] | R37=[H] | R40=[H].[H]C([H])[H] | R42=[H].[H] | R43=[H].[H] | R45=[H] | R46=[H].[H] | R48=F | R49=[H] | R51=[H] | R52=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCC(COc6noc7cccc(O[C@H]8CCOC8)c67)CC5)cc4F)CC2)n3C)c(=O)c1,[H],[H],[H].[H],[H],[H].[H],[H].[H],[H].[H],[H].[H],[H],[H],[H].[H],[H].[H],[H].[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
