mol_id,score,interaction_count,priority_score,cluster_id,substitution_signature,smiles,R6,R7,R9,R10,R11,R13,R14,R16,R17,R18,R20,R21,R26,R28,R30,R31,R32,R33,R36,R38,R39,R41,R42,R44,R45,R47,R48
LN04666422_3078,-11.567529957242938,2.0,0.46965741287749707,,R6=[H].[H] | R7=[H].[H] | R9=[H] | R10=[H].[H] | R11=[H].[H] | R13=[H] | R14=[H] | R16=[H] | R17=[H] | R18=[H] | R20=[H] | R21=[H] | R26=[H]C([H])[H] | R28=[H] | R30=[H] | R31=[H] | R32=[H]NC([H])([H])[H] | R33=[H] | R36=[H].[H]C([H])[H] | R38=[H].[H] | R39=[H].[H] | R41=[H] | R42=[H].[H] | R44=F | R45=[H] | R47=[H] | R48=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCN(S(=O)(=O)c6cccc7cnccc67)CC5)cc4F)CC2)n3C)c(=O)c1,[H].[H],[H].[H],[H],[H].[H],[H].[H],[H],[H],[H],[H],[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
