mol_id,score,interaction_count,priority_score,cluster_id,substitution_signature,smiles,R4,R5,R6,R7,R9,R10,R13,R16,R17,R18,R23,R25,R27,R28,R29,R30,R33,R35,R36,R38,R39,R41,R42,R44,R45
EN300-175389_6381,-11.601445011253636,2.0,0.4713084055819273,,R4=[H].[H] | R5=[H].[H] | R6=[H] | R7=[H] | R9=[H] | R10=[H] | R13=[H].[H] | R16=[H] | R17=[H] | R18=[H] | R23=[H]C([H])[H] | R25=[H] | R27=[H] | R28=[H] | R29=[H]NC([H])([H])[H] | R30=[H] | R33=[H].[H]C([H])[H] | R35=[H].[H] | R36=[H].[H] | R38=[H] | R39=[H].[H] | R41=F | R42=[H] | R44=[H] | R45=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCN[C@H](c6ccc7c(c6)OCO7)C5=O)cc4F)CC2)n3C)c(=O)c1,[H].[H],[H].[H],[H],[H],[H],[H],[H].[H],[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-175389_6382,-8.732849309383887,2.0,0.3316645007173534,,R4=[H].[H] | R5=[H].[H] | R6=[H] | R7=[H] | R9=[H] | R10=[H] | R13=[H].[H] | R16=[H] | R17=[H] | R18=[H] | R23=[H]C([H])[H] | R25=[H] | R27=[H] | R28=[H] | R29=[H]NC([H])([H])[H] | R30=[H] | R33=[H].[H]C([H])[H] | R35=[H].[H] | R36=[H].[H] | R38=[H] | R39=[H].[H] | R41=F | R42=[H] | R44=[H] | R45=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCN[C@@H](c6ccc7c(c6)OCO7)C5=O)cc4F)CC2)n3C)c(=O)c1,[H].[H],[H].[H],[H],[H],[H],[H],[H].[H],[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
