mol_id,score,interaction_count,priority_score,cluster_id,substitution_signature,smiles,R1,R2,R5,R6,R7,R11,R14,R15,R16,R20,R21,R23,R24,R25,R26,R31,R33,R35,R36,R37,R38,R41,R43,R44,R46,R47,R49,R50,R52,R53
EN300-396886_9149,-13.569791654014393,2.0,0.567127977208221,,R1=[H] | R2=[H] | R5=[H] | R6=[H] | R7=[H] | R11=[H] | R14=[H] | R15=[H] | R16=[H] | R20=[H].[H] | R21=[H].[H] | R23=[H].[H] | R24=[H].[H] | R25=[H] | R26=[H] | R31=[H]C([H])[H] | R33=[H] | R35=[H] | R36=[H] | R37=[H]NC([H])([H])[H] | R38=[H] | R41=[H].[H]C([H])[H] | R43=[H].[H] | R44=[H].[H] | R46=[H] | R47=[H].[H] | R49=F | R50=[H] | R52=[H] | R53=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCN(c6cccc7sc(-c8cccc9sccc89)cc67)CC5)cc4F)CC2)n3C)c(=O)c1,[H],[H],[H],[H],[H],[H],[H],[H],[H],[H].[H],[H].[H],[H].[H],[H].[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
