mol_id,score,interaction_count,priority_score,cluster_id,substitution_signature,smiles,R1,R4,R5,R6,R7,R8,R9,R10,R11,R12,R13,R18,R20,R22,R23,R24,R25,R28,R30,R31,R33,R34,R36,R37,R39,R40
EN300-25586_42891,-9.357020882423768,2.0,0.36204931782767,,R1=[H]C([H])[N+]([H])([H])[H] | R8=[H] | R9=[H] | R10=[H] | R11=[H] | R12=[H] | R13=[H] | R18=[H]C([H])[H] | R20=[H] | R22=[H] | R23=[H] | R24=[H]NC([H])([H])[H] | R25=[H] | R28=[H].[H]C([H])[H] | R30=[H].[H] | R31=[H].[H] | R33=[H] | R34=[H].[H] | R36=F | R37=[H] | R39=[H] | R40=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)n5c(C[NH3+])nc6ccccc6c5=O)cc4F)CC2)n3C)c(=O)c1,[H]C([H])[N+]([H])([H])[H],,,,,[H],[H],[H],[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-26864933_39540,-9.263527532359241,2.0,0.357498039837059,,R1=[H]C([H])[N+]([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H] | R4=[H] | R5=[H] | R6=[H] | R7=[H] | R12=[H] | R13=[H] | R18=[H]C([H])[H] | R20=[H] | R22=[H] | R23=[H] | R24=[H]NC([H])([H])[H] | R25=[H] | R28=[H].[H]C([H])[H] | R30=[H].[H] | R31=[H].[H] | R33=[H] | R34=[H].[H] | R36=F | R37=[H] | R39=[H] | R40=[H]C([H])[H],CC[C@H](C)[NH2+]Cc1nc2ccccc2c(=O)n1C(=O)c1cc(C)c(C2=CCN([C@@H](C)c3cc4c(-n5ccc(NC)cc5=O)ccnc4n3C)CC2)c(F)c1,[H]C([H])[N+]([H])([H])[C@@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[H],[H],[H],[H],[H],,,,,[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
