mol_id,score,interaction_count,priority_score,cluster_id,substitution_signature,smiles,R3,R4,R5,R6,R8,R10,R11,R12,R20,R21,R22,R29,R30,R31,R32,R33,R34,R35,R40,R42,R44,R45,R46,R47,R50,R52,R53,R55,R56,R58,R59,R61,R62
EN300-46903319_34718,-10.035284862791235,2.0,0.3950673658871321,,R3=[H] | R4=[H].[H] | R5=[H].[H] | R6=[H].[H] | R8=[H].[H] | R10=[H] | R11=[H] | R12=[H] | R20=[H] | R21=[H].[H] | R22=[H].[H] | R29=[H].[H] | R30=[H].[H] | R31=[H].[H] | R32=[H].[H] | R33=[H].[H] | R34=[H] | R35=[H] | R40=[H]C([H])[H] | R42=[H] | R44=[H] | R45=[H] | R46=[H]NC([H])([H])[H] | R47=[H] | R50=[H].[H]C([H])[H] | R52=[H].[H] | R53=[H].[H] | R55=[H] | R56=[H].[H] | R58=F | R59=[H] | R61=[H] | R62=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5C(=O)CC[C@H](N6C(=O)c7cccc(N8CCC[C@@H](C(=O)N9CC[NH2+]CC9)C8)c7C6=O)C5=O)cc4F)CC2)n3C)c(=O)c1,[H],[H].[H],[H].[H],[H].[H],[H].[H],[H],[H],[H],[H],[H].[H],[H].[H],[H].[H],[H].[H],[H].[H],[H].[H],[H].[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
