mol_id,score,interaction_count,priority_score,cluster_id,substitution_signature,smiles,R1,R2,R3,R6,R7,R8,R9,R13,R15,R16,R18,R19,R20,R21,R26,R28,R30,R31,R32,R33,R36,R38,R39,R41,R42,R44,R45,R47,R48
EN300-33275324_44929,-6.326358963094959,2.0,0.21451599186486925,,R1=[H] | R2=[H] | R6=[H].[H] | R7=[H].[H] | R8=[H].[H] | R9=[H].[H] | R15=[H].[H] | R16=[H].[H] | R18=[H].[H] | R19=[H].[H] | R20=[H] | R21=[H] | R26=[H]C([H])[H] | R28=[H] | R30=[H] | R31=[H] | R32=[H]NC([H])([H])[H] | R33=[H] | R36=[H].[H]C([H])[H] | R38=[H].[H] | R39=[H].[H] | R41=[H] | R42=[H].[H] | R44=F | R45=[H] | R47=[H] | R48=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCN(c6nccn7nc8c(c67)CCCC8)CC5)cc4F)CC2)n3C)c(=O)c1,[H],[H],,[H].[H],[H].[H],[H].[H],[H].[H],,[H].[H],[H].[H],[H].[H],[H].[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-22058201_41336,-7.1406929665269665,1.0,0.05415796024302946,,R1=[H].[H]C([H])[H] | R2=[H].[H] | R3=[H].[H] | R7=[H] | R8=[H] | R13=[H].[H] | R15=[H].[H] | R16=[H].[H] | R18=[H].[H] | R19=[H].[H] | R20=[H] | R21=[H] | R26=[H]C([H])[H] | R28=[H] | R30=[H] | R31=[H] | R32=[H]NC([H])([H])[H] | R33=[H] | R36=[H].[H]C([H])[H] | R38=[H].[H] | R39=[H].[H] | R41=[H] | R42=[H].[H] | R44=F | R45=[H] | R47=[H] | R48=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCN(c6nccn7nc8c(c67)C[C@@H](C)CC8)CC5)cc4F)CC2)n3C)c(=O)c1,[H].[H]C([H])[H],[H].[H],[H].[H],,[H],[H],,[H].[H],[H].[H],[H].[H],[H].[H],[H].[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
