mol_id,score,interaction_count,priority_score,cluster_id,substitution_signature,smiles,R3,R4,R5,R6,R7,R8,R9,R11,R12,R13,R14,R15,R17,R18,R19,R20,R22,R23,R28,R30,R32,R33,R34,R35,R38,R40,R41,R43,R44,R46,R47,R49,R50
EN300-90359_6479,-10.398478161252616,,0.531869249977339,,R3=[H].[H] | R4=[H] | R5=[H].[H] | R6=[H].[H] | R7=[H].[H] | R8=[H].[H] | R9=[H].[H] | R11=[H].[H] | R12=[H].[H] | R13=[H] | R14=[H].[H] | R15=[H] | R17=[H] | R18=[H] | R19=[H] | R20=[H] | R22=[H] | R23=[H] | R28=[H]C([H])[H] | R30=[H] | R32=[H] | R33=[H] | R34=[H]NC([H])([H])[H] | R35=[H] | R38=[H].[H]C([H])[H] | R40=[H].[H] | R41=[H].[H] | R43=[H] | R44=[H].[H] | R46=F | R47=[H] | R49=[H] | R50=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N(CC[C@H]5CNc6ccccc65)C(=O)CC5CCCCC5)cc4F)CC2)n3C)c(=O)c1,[H].[H],[H],[H].[H],[H].[H],[H].[H],[H].[H],[H].[H],[H].[H],[H].[H],[H],[H].[H],[H],[H],[H],[H],[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
