mol_id,score,interaction_count,priority_score,cluster_id,substitution_signature,smiles,R1,R2,R3,R4,R9,R11,R12,R13,R14,R15,R17,R18,R19,R20,R22,R23,R28,R30,R32,R33,R34,R35,R38,R40,R41,R43,R44,R46,R47,R49,R50
EN300-1704120_15368,-10.8418290302441,,0.5858253081025038,,R1=[H]C([H])[H] | R2=[H].[H] | R3=[H].[H] | R4=[H].[H] | R9=[H].[H] | R11=[H] | R12=[H] | R13=Cl | R14=[H] | R15=[H] | R17=[H] | R18=[H] | R19=[H] | R20=[H] | R22=[H] | R23=[H] | R28=[H]C([H])[H] | R30=[H] | R32=[H] | R33=[H] | R34=[H]NC([H])([H])[H] | R35=[H] | R38=[H].[H]C([H])[H] | R40=[H].[H] | R41=[H].[H] | R43=[H] | R44=[H].[H] | R46=F | R47=[H] | R49=[H] | R50=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N(C)CCCn5c(=O)n(Cc6ccc(Cl)cc6)c6ccccc65)cc4F)CC2)n3C)c(=O)c1,[H]C([H])[H],[H].[H],[H].[H],[H].[H],[H].[H],[H],[H],Cl,[H],[H],[H],[H],[H],[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
