mol_id,score,interaction_count,priority_score,cluster_id,substitution_signature,smiles,R4,R6,R7,R8,R9,R16,R17,R18,R19,R22,R23,R24,R25,R26,R27,R28,R33,R35,R37,R38,R39,R40,R43,R45,R46,R48,R49,R51,R52,R54,R55
EN300-7423296_43165,-9.97124694762625,,0.47987496326770435,,R4=[H] | R6=[H] | R7=[H] | R8=F | R9=[H].[H] | R16=[H] | R17=[H] | R18=[H] | R19=[H] | R22=[H].[H] | R23=[H].[H] | R24=[H].[H] | R25=[H].[H] | R26=[H].[H] | R27=[H] | R28=[H] | R33=[H]C([H])[H] | R35=[H] | R37=[H] | R38=[H] | R39=[H]NC([H])([H])[H] | R40=[H] | R43=[H].[H]C([H])[H] | R45=[H].[H] | R46=[H].[H] | R48=[H] | R49=[H].[H] | R51=F | R52=[H] | R54=[H] | R55=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)n5nc(Cc6ccc(F)c(C(=O)N7CC[NH2+]CC7)c6)c6ccccc6c5=O)cc4F)CC2)n3C)c(=O)c1,[H],[H],[H],F,[H].[H],[H],[H],[H],[H],[H].[H],[H].[H],[H].[H],[H].[H],[H].[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
