mol_id,score,interaction_count,priority_score,cluster_id,substitution_signature,smiles,R1,R4,R7,R9,R11,R12,R14,R17,R22,R23,R25,R26,R27,R28,R29,R30,R31,R36,R38,R40,R41,R42,R43,R46,R48,R49,R51,R52,R54,R55,R57,R58
EN300-24196330_39695,-9.18975635400548,,0.3847671043622065,,R1=[H]C([H])[H] | R4=[H].[H] | R7=[H] | R9=[H] | R11=[H] | R12=[H] | R14=[H]C([H])[H] | R17=[H] | R22=[H] | R23=Cl | R25=[H].[H] | R26=[H].[H]C([H])[H] | R27=[H].[H] | R28=[H].[H]C([H])[H] | R29=[H].[H] | R30=[H] | R31=[H] | R36=[H]C([H])[H] | R38=[H] | R40=[H] | R41=[H] | R42=[H]NC([H])([H])[H] | R43=[H] | R46=[H].[H]C([H])[H] | R48=[H].[H] | R49=[H].[H] | R51=[H] | R52=[H].[H] | R54=F | R55=[H] | R57=[H] | R58=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N(C)C(=O)COc5cc6cc(Nc7nc(N8C[C@H](C)C[C@H](C)C8)ncc7Cl)ccc6n(C)c5=O)cc4F)CC2)n3C)c(=O)c1,[H]C([H])[H],[H].[H],[H],[H],[H],[H],[H]C([H])[H],[H],[H],Cl,[H].[H],[H].[H]C([H])[H],[H].[H],[H].[H]C([H])[H],[H].[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
