mol_id,score,interaction_count,priority_score,cluster_id,substitution_signature,smiles,R3,R4,R6,R7,R8,R11,R12,R13,R15,R16,R17,R22,R24,R26,R27,R28,R29,R32,R34,R35,R37,R38,R40,R41,R43,R44
EN300-322654_31172,-12.637579788774016,,0.8043692178639847,,R3=[H].[H] | R4=[H] | R6=[H].[H] | R7=[H].[H] | R8=[H] | R11=[H] | R12=[H] | R13=[H] | R15=[H] | R16=[H] | R17=[H] | R22=[H]C([H])[H] | R24=[H] | R26=[H] | R27=[H] | R28=[H]NC([H])([H])[H] | R29=[H] | R32=[H].[H]C([H])[H] | R34=[H].[H] | R35=[H].[H] | R37=[H] | R38=[H].[H] | R40=F | R41=[H] | R43=[H] | R44=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CC[C@H]6[C@@H]5CC(=O)N6c5cccnc5)cc4F)CC2)n3C)c(=O)c1,[H].[H],[H],[H].[H],[H].[H],[H],[H],[H],[H],[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-322654_31171,-9.18194762512401,,0.383816777524299,,R3=[H].[H] | R4=[H] | R6=[H].[H] | R7=[H].[H] | R8=[H] | R11=[H] | R12=[H] | R13=[H] | R15=[H] | R16=[H] | R17=[H] | R22=[H]C([H])[H] | R24=[H] | R26=[H] | R27=[H] | R28=[H]NC([H])([H])[H] | R29=[H] | R32=[H].[H]C([H])[H] | R34=[H].[H] | R35=[H].[H] | R37=[H] | R38=[H].[H] | R40=F | R41=[H] | R43=[H] | R44=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CC[C@@H]6[C@H]5CC(=O)N6c5cccnc5)cc4F)CC2)n3C)c(=O)c1,[H].[H],[H],[H].[H],[H].[H],[H],[H],[H],[H],[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
