mol_id,score,interaction_count,priority_score,cluster_id,substitution_signature,smiles,R1,R2,R3,R5,R6,R12,R13,R14,R15,R18,R19,R21,R22,R23,R24,R29,R31,R33,R34,R35,R36,R39,R41,R42,R44,R45,R47,R48,R50,R51
EN300-1709318_12004,-9.947928570839904,,0.47703710327629245,,R1=[H] | R2=[H] | R3=[H] | R5=[H] | R6=[H] | R12=[H] | R13=[H] | R14=[H] | R15=[H] | R18=[H].[H] | R19=[H].[H] | R21=[H].[H] | R22=[H].[H] | R23=[H] | R24=[H] | R29=[H]C([H])[H] | R31=[H] | R33=[H] | R34=[H] | R35=[H]NC([H])([H])[H] | R36=[H] | R39=[H].[H]C([H])[H] | R41=[H].[H] | R42=[H].[H] | R44=[H] | R45=[H].[H] | R47=F | R48=[H] | R50=[H] | R51=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCN(c6nc(-c7ccccc7)c7ccccc7n6)CC5)cc4F)CC2)n3C)c(=O)c1,[H],[H],[H],[H],[H],[H],[H],[H],[H],[H].[H],[H].[H],[H].[H],[H].[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
