mol_id,score,interaction_count,priority_score,cluster_id,substitution_signature,smiles,R1,R3,R4,R5,R7,R8,R9,R11,R12,R13,R18,R20,R22,R23,R24,R25,R28,R30,R31,R33,R34,R36,R37,R39,R40
LN00304348_152,-9.847484191439952,,0.46481296399451283,,R3=[H]C([H])[H] | R4=[H] | R8=[H].[H] | R9=[H].[H] | R11=[H].[H] | R12=[H] | R13=[H] | R18=[H]C([H])[H] | R20=[H] | R22=[H] | R23=[H] | R24=[H]NC([H])([H])[H] | R25=[H] | R28=[H].[H]C([H])[H] | R30=[H].[H] | R31=[H].[H] | R33=[H] | R34=[H].[H] | R36=F | R37=[H] | R39=[H] | R40=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCc6nn(C)c(=O)cc6C5)cc4F)CC2)n3C)c(=O)c1,,[H]C([H])[H],[H],,,[H].[H],[H].[H],[H].[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-100885_14334,-8.870406228812774,,0.3459020087408256,,R1=[H]C([H])C([H])([H])[H] | R4=[H].[H] | R5=[H].[H] | R7=[H].[H] | R9=[H] | R12=[H] | R13=[H] | R18=[H]C([H])[H] | R20=[H] | R22=[H] | R23=[H] | R24=[H]NC([H])([H])[H] | R25=[H] | R28=[H].[H]C([H])[H] | R30=[H].[H] | R31=[H].[H] | R33=[H] | R34=[H].[H] | R36=F | R37=[H] | R39=[H] | R40=[H]C([H])[H],CCn1nc2c(cc1=O)CN(C(=O)c1cc(C)c(C3=CCN([C@@H](C)c4cc5c(-n6ccc(NC)cc6=O)ccnc5n4C)CC3)c(F)c1)CC2,[H]C([H])C([H])([H])[H],,[H].[H],[H].[H],[H].[H],,[H],,[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
