mol_id,score,interaction_count,priority_score,cluster_id,substitution_signature,smiles,R1,R4,R5,R7,R8,R12,R13,R18,R20,R22,R23,R24,R25,R28,R30,R31,R33,R34,R36,R37,R39,R40
EN300-101797_2123,-12.190947035734773,,0.7500137525450464,,R1=[H]C([H])C([H])([H])[H] | R4=[H] | R5=[H].[H] | R7=[H].[H] | R8=[H].[H] | R12=[H] | R13=[H] | R18=[H]C([H])[H] | R20=[H] | R22=[H] | R23=[H] | R24=[H]NC([H])([H])[H] | R25=[H] | R28=[H].[H]C([H])[H] | R30=[H].[H] | R31=[H].[H] | R33=[H] | R34=[H].[H] | R36=F | R37=[H] | R39=[H] | R40=[H]C([H])[H],CCN1C(=O)[C@@H]2CN(C(=O)c3cc(C)c(C4=CCN([C@@H](C)c5cc6c(-n7ccc(NC)cc7=O)ccnc6n5C)CC4)c(F)c3)CCN2C1=O,[H]C([H])C([H])([H])[H],[H],[H].[H],[H].[H],[H].[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-102261_29336,-7.3534165435652685,,0.16128348342095722,,R1=[H]C([H])[H] | R4=[H] | R5=[H].[H] | R7=[H].[H] | R8=[H].[H] | R12=[H] | R13=[H] | R18=[H]C([H])[H] | R20=[H] | R22=[H] | R23=[H] | R24=[H]NC([H])([H])[H] | R25=[H] | R28=[H].[H]C([H])[H] | R30=[H].[H] | R31=[H].[H] | R33=[H] | R34=[H].[H] | R36=F | R37=[H] | R39=[H] | R40=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N5CCN6C(=O)N(C)C(=O)[C@@H]6C5)cc4F)CC2)n3C)c(=O)c1,[H]C([H])[H],[H],[H].[H],[H].[H],[H].[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
