mol_id,score,interaction_count,priority_score,cluster_id,substitution_signature,smiles,R1,R2,R3,R4,R5,R8,R9,R10,R11,R13,R14,R19,R21,R23,R24,R25,R26,R29,R31,R32,R34,R35,R37,R38,R40,R41
EN300-14919_10058,-12.515036484249887,2.0,0.5157822506263925,,R1=[H]C([H])C([H])([H])[H] | R2=[H].[H] | R3=[H] | R4=[H].[H] | R5=[H]C([H])[H] | R8=[H] | R9=[H] | R10=[H] | R11=[H] | R13=[H] | R14=[H] | R19=[H]C([H])[H] | R21=[H] | R23=[H] | R24=[H] | R25=[H]NC([H])([H])[H] | R26=[H] | R29=[H].[H]C([H])[H] | R31=[H].[H] | R32=[H].[H] | R34=[H] | R35=[H].[H] | R37=F | R38=[H] | R40=[H] | R41=[H]C([H])[H],CCN1C[C@@H](CN(C)C(=O)c2cc(C)c(C3=CCN([C@@H](C)c4cc5c(-n6ccc(NC)cc6=O)ccnc5n4C)CC3)c(F)c2)Oc2ccccc21,[H]C([H])C([H])([H])[H],[H].[H],[H],[H].[H],[H]C([H])[H],[H],[H],[H],[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-14919_10059,-8.451090349786048,2.0,0.3179484091387541,,R1=[H]C([H])C([H])([H])[H] | R2=[H].[H] | R3=[H] | R4=[H].[H] | R5=[H]C([H])[H] | R8=[H] | R9=[H] | R10=[H] | R11=[H] | R13=[H] | R14=[H] | R19=[H]C([H])[H] | R21=[H] | R23=[H] | R24=[H] | R25=[H]NC([H])([H])[H] | R26=[H] | R29=[H].[H]C([H])[H] | R31=[H].[H] | R32=[H].[H] | R34=[H] | R35=[H].[H] | R37=F | R38=[H] | R40=[H] | R41=[H]C([H])[H],CCN1C[C@H](CN(C)C(=O)c2cc(C)c(C3=CCN([C@@H](C)c4cc5c(-n6ccc(NC)cc6=O)ccnc5n4C)CC3)c(F)c2)Oc2ccccc21,[H]C([H])C([H])([H])[H],[H].[H],[H],[H].[H],[H]C([H])[H],[H],[H],[H],[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
