mol_id,score,interaction_count,priority_score,cluster_id,substitution_signature,smiles,R1,R4,R5,R6,R8,R9,R10,R11,R13,R14,R15,R20,R22,R24,R25,R26,R27,R30,R32,R33,R35,R36,R38,R39,R41,R42
EN300-53291411_47308,-11.898028991002061,2.0,0.4857461825838766,,R1=[H]C([H])[H] | R4=[H] | R5=[H].[H] | R6=[H].[H] | R8=[H] | R9=[H] | R10=[H]C([H])([H])O | R11=[H] | R13=[H] | R14=[H] | R15=[H] | R20=[H]C([H])[H] | R22=[H] | R24=[H] | R25=[H] | R26=[H]NC([H])([H])[H] | R27=[H] | R30=[H].[H]C([H])[H] | R32=[H].[H] | R33=[H].[H] | R35=[H] | R36=[H].[H] | R38=F | R39=[H] | R41=[H] | R42=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N(C)C(=O)[C@H]5CCc6ccc(OC)cc6N5)cc4F)CC2)n3C)c(=O)c1,[H]C([H])[H],[H],[H].[H],[H].[H],[H],[H],[H]C([H])([H])O,[H],[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
EN300-53290150_47108,-9.436868722856232,2.0,0.36593632924085906,,R1=[H]C([H])[H] | R4=[H] | R5=[H].[H] | R6=[H].[H] | R8=[H] | R9=[H] | R10=[H] | R11=[H] | R13=[H] | R14=[H] | R15=[H] | R20=[H]C([H])[H] | R22=[H] | R24=[H] | R25=[H] | R26=[H]NC([H])([H])[H] | R27=[H] | R30=[H].[H]C([H])[H] | R32=[H].[H] | R33=[H].[H] | R35=[H] | R36=[H].[H] | R38=F | R39=[H] | R41=[H] | R42=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)N(C)C(=O)[C@@H]5CCc6ccccc6N5)cc4F)CC2)n3C)c(=O)c1,[H]C([H])[H],[H],[H].[H],[H].[H],[H],[H],[H],[H],[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
