mol_id,score,interaction_count,priority_score,cluster_id,substitution_signature,smiles,R12,R13,R14,R15,R16,R17,R18,R19,R24,R26,R28,R29,R30,R31,R34,R36,R37,R39,R40,R42,R43,R45,R46
EN300-50235_23561,-10.115089494496656,2.0,0.3989522738894554,,R12=[H] | R13=[H].[H] | R14=[H].[H] | R15=[H].[H] | R16=[H].[H] | R17=[H].[H] | R18=[H] | R19=[H] | R24=[H]C([H])[H] | R26=[H] | R28=[H] | R29=[H] | R30=[H]NC([H])([H])[H] | R31=[H] | R34=[H].[H]C([H])[H] | R36=[H].[H] | R37=[H].[H] | R39=[H] | R40=[H].[H] | R42=F | R43=[H] | R45=[H] | R46=[H]C([H])[H],CNc1ccn(-c2ccnc3c2cc([C@H](C)N2CC=C(c4c(C)cc(C(=O)n5[n-]c(=O)c6c(nnn6C6CC[NH2+]CC6)c5=O)cc4F)CC2)n3C)c(=O)c1,[H],[H].[H],[H].[H],[H].[H],[H].[H],[H].[H],[H],[H],[H]C([H])[H],[H],[H],[H],[H]NC([H])([H])[H],[H],[H].[H]C([H])[H],[H].[H],[H].[H],[H],[H].[H],F,[H],[H],[H]C([H])[H]
